Source;Target;weight;Type
u170;m2234;3;Undirected
u170;m2286;1;Undirected
u170;m232;2;Undirected
u170;m2446;27;Undirected
u170;m2655;8;Undirected
u170;m2815;1;Undirected
u170;m2931;2;Undirected
u170;m2956;47;Undirected
u170;m3505;1;Undirected
u170;m3554;2;Undirected
u170;m3570;2;Undirected
u170;m3620;1;Undirected
u170;m3724;1;Undirected
u170;m3758;2;Undirected
u170;m3839;34;Undirected
u170;m4224;9;Undirected
u170;m4287;1;Undirected
u170;m4307;4;Undirected
u170;m4333;3;Undirected
u170;m4541;1;Undirected
u170;m4724;1;Undirected
u170;m4760;1;Undirected
u170;m4976;1;Undirected
u170;m4998;1;Undirected
u170;m5054;6;Undirected
u170;m5083;1;Undirected
u170;m5283;1;Undirected
u170;m5370;3;Undirected
u170;m5488;43;Undirected
u170;m5526;1;Undirected
u170;m5860;1;Undirected
u170;m5925;15;Undirected
u170;m6076;2;Undirected
u170;m6399;28;Undirected
u170;m6455;30;Undirected
u170;m6482;1;Undirected
u170;m6523;15;Undirected
u170;m6598;48;Undirected
u170;m6866;24;Undirected
u170;m7080;21;Undirected
u170;m7085;20;Undirected
u170;m7274;7;Undirected
u170;m7442;1;Undirected
u170;m758;2;Undirected
u170;m7584;3;Undirected
u170;m7725;6;Undirected
u170;m7777;2;Undirected
u170;m7874;6;Undirected
u170;m810;2;Undirected
u170;m8133;1;Undirected
u170;m822;1;Undirected
u170;m8220;3;Undirected
u170;m8343;3;Undirected
u170;m8598;34;Undirected
u170;m8834;10;Undirected
u170;m9006;19;Undirected
u170;m9011;11;Undirected
u170;m9138;2;Undirected
u170;m9228;5;Undirected
u170;m9245;3;Undirected
u170;m9253;1;Undirected
u170;m9339;2;Undirected
u170;m9645;1;Undirected
u170;m9658;4;Undirected
u170;m9743;1;Undirected
u170;m9862;7;Undirected
u170;m9937;10;Undirected
u171;m10272;1;Undirected
u171;m10440;1;Undirected
u171;m10708;7;Undirected
u171;m10751;28;Undirected
u171;m10792;5;Undirected
u171;m10795;32;Undirected
u171;m1118;8;Undirected
u171;m1270;1;Undirected
u171;m1283;3;Undirected
u171;m1502;6;Undirected
u171;m1856;1;Undirected
u171;m208;6;Undirected
u171;m2174;2;Undirected
u171;m2234;5;Undirected
u171;m2241;30;Undirected
u171;m2364;1;Undirected
u171;m247;1;Undirected
u171;m2483;2;Undirected
u171;m2541;1;Undirected
u171;m2681;3;Undirected
u171;m2737;2;Undirected
u171;m2931;3;Undirected
u171;m2956;22;Undirected
u171;m3149;1;Undirected
u171;m3286;10;Undirected
u171;m3316;31;Undirected
u171;m3468;1;Undirected
u171;m3470;2;Undirected
u171;m3570;6;Undirected
u171;m3758;2;Undirected
u171;m3854;2;Undirected
u171;m3967;1;Undirected
u171;m397;3;Undirected
u171;m4221;2;Undirected
u171;m4626;2;Undirected
u171;m47;10;Undirected
u171;m4716;1;Undirected
u171;m487;32;Undirected
u171;m4925;2;Undirected
u171;m5083;1;Undirected
u171;m5182;4;Undirected
u171;m5205;14;Undirected
u171;m5212;1;Undirected
u171;m5232;4;Undirected
u171;m5283;1;Undirected
u171;m5541;3;Undirected
u171;m560;2;Undirected
u171;m5860;1;Undirected
u171;m6455;3;Undirected
u171;m6523;26;Undirected
u171;m6598;28;Undirected
u171;m6848;1;Undirected
u171;m7414;1;Undirected
u171;m7627;1;Undirected
u171;m7874;7;Undirected
u171;m8152;2;Undirected
u171;m8199;1;Undirected
u171;m8313;9;Undirected
u171;m8574;1;Undirected
u171;m8799;2;Undirected
u171;m8983;39;Undirected
u171;m9484;3;Undirected
u171;m9487;1;Undirected
u171;m9591;2;Undirected
u171;m9813;1;Undirected
u171;m9870;2;Undirected
u171;m9906;5;Undirected
u171;m9938;6;Undirected
u171;m995;28;Undirected
u172;m1021;12;Undirected
u172;m10240;1;Undirected
u172;m10445;2;Undirected
u172;m10753;2;Undirected
u172;m1118;2;Undirected
u172;m1209;3;Undirected
u172;m1283;1;Undirected
u172;m1330;2;Undirected
u172;m142;1;Undirected
u172;m1457;8;Undirected
u172;m1502;11;Undirected
u172;m1854;3;Undirected
u172;m1965;3;Undirected
u172;m2241;12;Undirected
u172;m248;4;Undirected
u172;m2920;54;Undirected
u172;m2931;3;Undirected
u172;m2956;25;Undirected
u172;m2974;1;Undirected
u172;m3119;19;Undirected
u172;m3286;4;Undirected
u172;m3570;1;Undirected
u172;m3652;1;Undirected
u172;m3734;4;Undirected
u172;m3758;9;Undirected
u172;m3864;17;Undirected
u172;m3967;1;Undirected
u172;m397;6;Undirected
u172;m4016;17;Undirected
u172;m4064;1;Undirected
u172;m419;7;Undirected
u172;m4250;2;Undirected
u172;m4470;5;Undirected
u172;m4693;51;Undirected
u172;m4716;1;Undirected
u172;m4852;3;Undirected
u172;m486;7;Undirected
u172;m4864;1;Undirected
u172;m5110;2;Undirected
u172;m5283;12;Undirected
u172;m5353;6;Undirected
u172;m5473;1;Undirected
u172;m5488;13;Undirected
u172;m5541;1;Undirected
u172;m560;1;Undirected
u172;m5613;3;Undirected
u172;m5925;1;Undirected
u172;m6076;1;Undirected
u172;m6094;4;Undirected
u172;m6381;1;Undirected
u172;m6399;1;Undirected
u172;m6455;3;Undirected
u172;m6523;31;Undirected
u172;m6740;3;Undirected
u172;m7006;1;Undirected
u172;m7082;3;Undirected
u172;m7247;1;Undirected
u172;m7393;4;Undirected
u172;m7532;14;Undirected
u172;m7564;4;Undirected
u172;m7679;1;Undirected
u172;m7833;22;Undirected
u172;m7844;10;Undirected
u172;m7874;3;Undirected
u172;m7875;1;Undirected
u172;m8001;1;Undirected
u172;m8124;16;Undirected
u172;m822;1;Undirected
u172;m8533;3;Undirected
u172;m8720;1;Undirected
u172;m874;1;Undirected
u172;m8799;6;Undirected
u172;m8823;2;Undirected
u172;m9095;1;Undirected
u172;m9134;11;Undirected
u172;m9211;2;Undirected
u172;m9242;3;Undirected
u172;m9368;24;Undirected
u172;m9429;1;Undirected
u172;m9484;8;Undirected
u172;m9503;1;Undirected
u172;m9591;2;Undirected
u172;m9658;2;Undirected
u173;m10388;1;Undirected
u173;m10751;7;Undirected
u173;m10799;8;Undirected
u173;m1118;1;Undirected
u173;m1253;1;Undirected
u173;m14;2;Undirected
u173;m1588;11;Undirected
u173;m1701;3;Undirected
u173;m1880;1;Undirected
u173;m1989;1;Undirected
u173;m2148;10;Undirected
u173;m2241;1;Undirected
u173;m2424;3;Undirected
u173;m2491;10;Undirected
u173;m2681;9;Undirected
u173;m2782;1;Undirected
u173;m2956;52;Undirected
u173;m2974;1;Undirected
u173;m3206;9;Undirected
u173;m3261;1;Undirected
u173;m3286;2;Undirected
u173;m3468;1;Undirected
u173;m3478;3;Undirected
u173;m3505;8;Undirected
u173;m3677;2;Undirected
u173;m3861;20;Undirected
u173;m3985;6;Undirected
u173;m4170;1;Undirected
u173;m4250;3;Undirected
u173;m4333;3;Undirected
u173;m4506;6;Undirected
u173;m4626;2;Undirected
u173;m4693;3;Undirected
u173;m4823;7;Undirected
u173;m5110;6;Undirected
u173;m514;4;Undirected
u173;m5436;2;Undirected
u173;m5439;1;Undirected
u173;m5488;11;Undirected
u173;m5545;2;Undirected
u173;m5689;3;Undirected
u173;m5969;1;Undirected
u173;m6455;93;Undirected
u173;m6523;12;Undirected
u173;m6598;102;Undirected
u173;m6787;1;Undirected
u173;m7066;1;Undirected
u173;m7410;6;Undirected
u173;m7461;6;Undirected
u173;m7548;2;Undirected
u173;m7770;1;Undirected
u173;m7874;4;Undirected
u173;m7918;3;Undirected
u173;m7986;1;Undirected
u173;m8007;1;Undirected
u173;m822;1;Undirected
u173;m8473;5;Undirected
u173;m857;5;Undirected
u173;m8727;1;Undirected
u173;m8823;3;Undirected
u173;m8959;7;Undirected
u173;m9211;7;Undirected
u173;m9336;5;Undirected
u173;m9349;1;Undirected
u173;m9368;13;Undirected
u173;m9729;1;Undirected
u174;m10039;3;Undirected
u174;m10132;12;Undirected
u174;m10240;1;Undirected
u174;m10538;57;Undirected
u174;m1118;2;Undirected
u174;m1126;7;Undirected
u174;m1266;3;Undirected
u174;m1283;5;Undirected
u174;m142;3;Undirected
u174;m1502;14;Undirected
u174;m1856;8;Undirected
u174;m1933;29;Undirected
u174;m2052;8;Undirected
u174;m2148;2;Undirected
u174;m2234;40;Undirected
u174;m2241;40;Undirected
u174;m2306;2;Undirected
u174;m2424;1;Undirected
u174;m2526;2;Undirected
u174;m2655;4;Undirected
u174;m2682;2;Undirected
u174;m2770;2;Undirected
u174;m2920;1;Undirected
u174;m2931;4;Undirected
u174;m2956;26;Undirected
u174;m3316;15;Undirected
u174;m3570;2;Undirected
u174;m3864;5;Undirected
u174;m3919;2;Undirected
u174;m4216;1;Undirected
u174;m4224;124;Undirected
u174;m4250;3;Undirected
u174;m4258;3;Undirected
u174;m4323;3;Undirected
u174;m4668;5;Undirected
u174;m4852;1;Undirected
u174;m4998;1;Undirected
u174;m5090;81;Undirected
u174;m5110;2;Undirected
u174;m5247;2;Undirected
u174;m5283;5;Undirected
u174;m5370;3;Undirected
u174;m5381;1;Undirected
u174;m5488;83;Undirected
u174;m5498;64;Undirected
u174;m5548;1;Undirected
u174;m561;10;Undirected
u174;m5613;3;Undirected
u174;m5705;3;Undirected
u174;m6001;2;Undirected
u174;m6159;3;Undirected
u174;m6184;2;Undirected
u174;m6382;151;Undirected
u174;m644;1;Undirected
u174;m6455;48;Undirected
u174;m6482;1;Undirected
u174;m6503;2;Undirected
u174;m6523;8;Undirected
u174;m6605;2;Undirected
u174;m6859;3;Undirected
u174;m7098;1;Undirected
u174;m7528;9;Undirected
u174;m7532;43;Undirected
u174;m7702;21;Undirected
u174;m7874;9;Undirected
u174;m8060;1;Undirected
u174;m8127;1;Undirected
u174;m8130;1;Undirected
u174;m8154;2;Undirected
u174;m8173;1;Undirected
u174;m8274;19;Undirected
u174;m8401;3;Undirected
u174;m8683;33;Undirected
u174;m8699;1;Undirected
u174;m874;3;Undirected
u174;m8778;1;Undirected
u174;m8793;6;Undirected
u174;m8823;2;Undirected
u174;m8918;5;Undirected
u174;m9006;8;Undirected
u174;m9166;2;Undirected
u174;m9211;4;Undirected
u174;m93;5;Undirected
u174;m9331;3;Undirected
u174;m938;1;Undirected
u174;m9615;2;Undirected
u174;m9726;1;Undirected
u175;m10039;1;Undirected
u175;m1084;1;Undirected
u175;m1118;3;Undirected
u175;m1165;22;Undirected
u175;m1181;1;Undirected
u175;m1185;18;Undirected
u175;m1283;22;Undirected
u175;m142;3;Undirected
u175;m1502;2;Undirected
u175;m1721;1;Undirected
u175;m1989;2;Undirected
u175;m2115;1;Undirected
u175;m2173;1;Undirected
u175;m2234;22;Undirected
u175;m2241;14;Undirected
u175;m2272;26;Undirected
u175;m2424;76;Undirected
u175;m2561;1;Undirected
u175;m2584;8;Undirected
u175;m2602;7;Undirected
u175;m2689;2;Undirected
u175;m2815;4;Undirected
u175;m2931;1;Undirected
u175;m2956;6;Undirected
u175;m3261;1;Undirected
u175;m3286;4;Undirected
u175;m3316;23;Undirected
u175;m3553;1;Undirected
u175;m3570;25;Undirected
u175;m3672;19;Undirected
u175;m3734;5;Undirected
u175;m3740;1;Undirected
u175;m3758;22;Undirected
u175;m3802;7;Undirected
u175;m4224;96;Undirected
u175;m4250;4;Undirected
u175;m4333;6;Undirected
u175;m4398;1;Undirected
u175;m4549;1;Undirected
u175;m4693;3;Undirected
u175;m4968;2;Undirected
u175;m5013;6;Undirected
u175;m5110;5;Undirected
u175;m5283;21;Undirected
u175;m5445;124;Undirected
u175;m5486;1;Undirected
u175;m5488;37;Undirected
u175;m5498;1;Undirected
u175;m5705;3;Undirected
u175;m5712;2;Undirected
u175;m5768;1;Undirected
u175;m5777;4;Undirected
u175;m5925;4;Undirected
u175;m6408;3;Undirected
u175;m644;1;Undirected
u175;m6455;99;Undirected
u175;m6523;39;Undirected
u175;m7274;22;Undirected
u175;m7327;33;Undirected
u175;m7528;34;Undirected
u175;m7564;3;Undirected
u175;m7679;1;Undirected
u175;m7725;7;Undirected
u175;m7874;6;Undirected
u175;m8060;3;Undirected
u175;m822;2;Undirected
u175;m8481;1;Undirected
u175;m874;3;Undirected
u175;m8961;1;Undirected
u175;m8985;82;Undirected
u175;m9006;103;Undirected
u175;m9211;5;Undirected
u175;m9240;9;Undirected
u175;m9344;27;Undirected
u175;m9368;3;Undirected
u175;m9386;1;Undirected
u175;m9484;3;Undirected
u175;m9615;5;Undirected
u175;m9658;8;Undirected
u175;m9952;1;Undirected
u176;m10321;3;Undirected
u176;m10440;1;Undirected
u176;m10669;1;Undirected
u176;m1118;10;Undirected
u176;m1283;1;Undirected
u176;m142;1;Undirected
u176;m1434;24;Undirected
u176;m1453;1;Undirected
u176;m1471;3;Undirected
u176;m157;2;Undirected
u176;m1588;32;Undirected
u176;m1826;2;Undirected
u176;m2234;17;Undirected
u176;m2301;10;Undirected
u176;m2424;6;Undirected
u176;m2931;1;Undirected
u176;m2974;1;Undirected
u176;m30;4;Undirected
u176;m3316;6;Undirected
u176;m3470;10;Undirected
u176;m3505;11;Undirected
u176;m3570;2;Undirected
u176;m3734;1;Undirected
u176;m3758;8;Undirected
u176;m3793;2;Undirected
u176;m3940;3;Undirected
u176;m3956;61;Undirected
u176;m4693;80;Undirected
u176;m4864;1;Undirected
u176;m5101;4;Undirected
u176;m514;4;Undirected
u176;m5283;53;Undirected
u176;m5378;6;Undirected
u176;m5548;2;Undirected
u176;m5814;1;Undirected
u176;m6062;1;Undirected
u176;m6076;5;Undirected
u176;m6288;40;Undirected
u176;m6389;3;Undirected
u176;m6455;3;Undirected
u176;m6523;59;Undirected
u176;m6598;145;Undirected
u176;m6761;17;Undirected
u176;m6767;1;Undirected
u176;m6914;1;Undirected
u176;m7006;1;Undirected
u176;m7134;7;Undirected
u176;m7702;8;Undirected
u176;m7798;1;Undirected
u176;m7874;2;Undirected
u176;m7964;65;Undirected
u176;m8173;36;Undirected
u176;m8308;24;Undirected
u176;m8720;3;Undirected
u176;m8799;8;Undirected
u176;m884;1;Undirected
u176;m886;1;Undirected
u176;m8959;55;Undirected
u176;m9591;2;Undirected
u176;m9615;37;Undirected
u176;m9732;1;Undirected
u176;m9734;2;Undirected
u176;m9871;73;Undirected
u177;m10155;14;Undirected
u177;m10240;2;Undirected
u177;m10281;1;Undirected
u177;m10471;3;Undirected
u177;m10751;1;Undirected
u177;m1283;1;Undirected
u177;m1325;1;Undirected
u177;m147;6;Undirected
u177;m1588;1;Undirected
u177;m1773;1;Undirected
u177;m1789;8;Undirected
u177;m1989;10;Undirected
u177;m2148;4;Undirected
u177;m2205;1;Undirected
u177;m2424;515;Undirected
u177;m2838;2;Undirected
u177;m2931;3;Undirected
u177;m2956;41;Undirected
u177;m3258;4;Undirected
u177;m3286;1;Undirected
u177;m3437;3;Undirected
u177;m3505;3;Undirected
u177;m3758;5;Undirected
u177;m3967;1;Undirected
u177;m4064;3;Undirected
u177;m4224;20;Undirected
u177;m4474;1;Undirected
u177;m4574;1;Undirected
u177;m4735;11;Undirected
u177;m4925;3;Undirected
u177;m5013;2;Undirected
u177;m5020;4;Undirected
u177;m5083;2;Undirected
u177;m5283;13;Undirected
u177;m5488;7;Undirected
u177;m5498;6;Undirected
u177;m5541;3;Undirected
u177;m5925;12;Undirected
u177;m6389;5;Undirected
u177;m6455;528;Undirected
u177;m6523;11;Undirected
u177;m6598;12;Undirected
u177;m6824;10;Undirected
u177;m7006;1;Undirected
u177;m7386;1;Undirected
u177;m7393;1;Undirected
u177;m7406;16;Undirected
u177;m7528;3;Undirected
u177;m7666;16;Undirected
u177;m7842;1;Undirected
u177;m8481;4;Undirected
u177;m8720;4;Undirected
u177;m8959;7;Undirected
u177;m9339;2;Undirected
u177;m9349;3;Undirected
u177;m9591;1;Undirected
u177;m9627;2;Undirected
u177;m9658;4;Undirected
u178;m10045;1;Undirected
u178;m10245;7;Undirected
u178;m10669;9;Undirected
u178;m10751;2;Undirected
u178;m10769;10;Undirected
u178;m10780;1;Undirected
u178;m1118;1;Undirected
u178;m1283;3;Undirected
u178;m15;3;Undirected
u178;m1502;13;Undirected
u178;m1546;7;Undirected
u178;m175;4;Undirected
u178;m1933;1;Undirected
u178;m1989;5;Undirected
u178;m2115;1;Undirected
u178;m2148;1;Undirected
u178;m2174;3;Undirected
u178;m2234;2;Undirected
u178;m2241;59;Undirected
u178;m2472;1;Undirected
u178;m2506;48;Undirected
u178;m2526;2;Undirected
u178;m2547;6;Undirected
u178;m2548;4;Undirected
u178;m2681;11;Undirected
u178;m2685;3;Undirected
u178;m2895;53;Undirected
u178;m2920;1;Undirected
u178;m2956;52;Undirected
u178;m2974;1;Undirected
u178;m2997;1;Undirected
u178;m3316;3;Undirected
u178;m3369;13;Undirected
u178;m3505;4;Undirected
u178;m3529;1;Undirected
u178;m3542;1;Undirected
u178;m3554;2;Undirected
u178;m3570;1;Undirected
u178;m3616;1;Undirected
u178;m3617;1;Undirected
u178;m3628;11;Undirected
u178;m3864;78;Undirected
u178;m3967;1;Undirected
u178;m397;3;Undirected
u178;m4333;3;Undirected
u178;m4343;1;Undirected
u178;m4447;41;Undirected
u178;m4534;9;Undirected
u178;m4546;320;Undirected
u178;m4693;12;Undirected
u178;m4704;1;Undirected
u178;m4730;4;Undirected
u178;m4925;1;Undirected
u178;m4943;2;Undirected
u178;m4971;9;Undirected
u178;m4998;9;Undirected
u178;m500;6;Undirected
u178;m5212;1;Undirected
u178;m5275;1;Undirected
u178;m5283;39;Undirected
u178;m5294;2;Undirected
u178;m5357;6;Undirected
u178;m5498;179;Undirected
u178;m5526;1;Undirected
u178;m5541;3;Undirected
u178;m5660;42;Undirected
u178;m5705;3;Undirected
u178;m5860;1;Undirected
u178;m5866;3;Undirected
u178;m5915;2;Undirected
u178;m5917;6;Undirected
u178;m5925;23;Undirected
u178;m5990;8;Undirected
u178;m6159;3;Undirected
u178;m6194;4;Undirected
u178;m6408;3;Undirected
u178;m6455;45;Undirected
u178;m6482;1;Undirected
u178;m6523;46;Undirected
u178;m6598;17;Undirected
u178;m7000;4;Undirected
u178;m7291;2;Undirected
u178;m7414;1;Undirected
u178;m7528;2;Undirected
u178;m7702;1;Undirected
u178;m7874;6;Undirected
u178;m8060;3;Undirected
u178;m8154;107;Undirected
u178;m8173;64;Undirected
u178;m8189;11;Undirected
u178;m8223;1;Undirected
u178;m8246;1;Undirected
u178;m8436;1;Undirected
u178;m856;3;Undirected
u178;m8598;1;Undirected
u178;m880;1;Undirected
u178;m8823;3;Undirected
u178;m8834;1;Undirected
u178;m8891;92;Undirected
u178;m8954;1;Undirected
u178;m9039;50;Undirected
u178;m9245;2;Undirected
u178;m9339;2;Undirected
u178;m9344;2;Undirected
u178;m9368;3;Undirected
u178;m95;3;Undirected
u178;m9591;7;Undirected
u178;m9658;1;Undirected
u178;m9726;1;Undirected
u178;m9793;43;Undirected
u178;m9925;4;Undirected
u179;m644;1;Undirected
u18;m10039;4;Undirected
u18;m10076;1;Undirected
u18;m1023;1;Undirected
u18;m10240;1;Undirected
u18;m10265;2;Undirected
u18;m10489;1;Undirected
u18;m10657;1;Undirected
u18;m10751;27;Undirected
u18;m1090;1;Undirected
u18;m1118;3;Undirected
u18;m1219;1;Undirected
u18;m1283;27;Undirected
u18;m1502;12;Undirected
u18;m1542;8;Undirected
u18;m1588;14;Undirected
u18;m1639;21;Undirected
u18;m1721;1;Undirected
u18;m1753;48;Undirected
u18;m1989;9;Undirected
u18;m2015;1;Undirected
u18;m2048;2;Undirected
u18;m2115;2;Undirected
u18;m2148;1;Undirected
u18;m2234;54;Undirected
u18;m2241;49;Undirected
u18;m2424;102;Undirected
u18;m2624;2;Undirected
u18;m2833;1;Undirected
u18;m2842;14;Undirected
u18;m2931;15;Undirected
u18;m2956;28;Undirected
u18;m2997;6;Undirected
u18;m3183;1;Undirected
u18;m3261;1;Undirected
u18;m3286;6;Undirected
u18;m3316;3;Undirected
u18;m3341;1;Undirected
u18;m3542;1;Undirected
u18;m3554;1;Undirected
u18;m3570;22;Undirected
u18;m3585;3;Undirected
u18;m3594;1;Undirected
u18;m3758;18;Undirected
u18;m3860;12;Undirected
u18;m3908;1;Undirected
u18;m3951;2;Undirected
u18;m397;1;Undirected
u18;m4241;40;Undirected
u18;m4693;16;Undirected
u18;m5083;2;Undirected
u18;m5247;2;Undirected
u18;m527;1;Undirected
u18;m5488;4;Undirected
u18;m5547;4;Undirected
u18;m5592;1;Undirected
u18;m5631;10;Undirected
u18;m5643;1;Undirected
u18;m5705;3;Undirected
u18;m6076;1;Undirected
u18;m6154;1;Undirected
u18;m6159;12;Undirected
u18;m6389;2;Undirected
u18;m6455;78;Undirected
u18;m6482;1;Undirected
u18;m6523;22;Undirected
u18;m6598;10;Undirected
u18;m6866;1;Undirected
u18;m7006;1;Undirected
u18;m7082;17;Undirected
u18;m735;1;Undirected
u18;m7367;1;Undirected
u18;m7393;4;Undirected
u18;m7414;1;Undirected
u18;m7526;4;Undirected
u18;m7528;19;Undirected
u18;m7532;1;Undirected
u18;m7564;1;Undirected
u18;m769;26;Undirected
u18;m772;1;Undirected
u18;m7725;3;Undirected
u18;m7874;8;Undirected
u18;m7984;1;Undirected
u18;m8060;6;Undirected
u18;m8070;1;Undirected
u18;m8154;50;Undirected
u18;m8176;1;Undirected
u18;m8212;1;Undirected
u18;m827;2;Undirected
u18;m8289;1;Undirected
u18;m8355;1;Undirected
u18;m8555;3;Undirected
u18;m8628;1;Undirected
u18;m8720;3;Undirected
u18;m874;4;Undirected
u18;m8768;1;Undirected
u18;m8834;1;Undirected
u18;m8921;1;Undirected
u18;m8993;2;Undirected
u18;m9006;1;Undirected
u18;m9339;1;Undirected
u18;m934;1;Undirected
u18;m9344;2;Undirected
u18;m9349;171;Undirected
u18;m9368;20;Undirected
u18;m9374;3;Undirected
u18;m9454;9;Undirected
u18;m9484;6;Undirected
u18;m9591;3;Undirected
u18;m9757;1;Undirected
u180;m10258;7;Undirected
u180;m10440;1;Undirected
u180;m10797;1;Undirected
u180;m1118;5;Undirected
u180;m1255;2;Undirected
u180;m1283;3;Undirected
u180;m1575;54;Undirected
u180;m1588;8;Undirected
u180;m2174;52;Undirected
u180;m2223;1;Undirected
u180;m2234;114;Undirected
u180;m2241;140;Undirected
u180;m2281;54;Undirected
u180;m2424;131;Undirected
u180;m2472;1;Undirected
u180;m2490;2;Undirected
u180;m2633;203;Undirected
u180;m2655;2;Undirected
u180;m2681;18;Undirected
u180;m2815;2;Undirected
u180;m2956;56;Undirected
u180;m300;2;Undirected
u180;m3016;2;Undirected
u180;m3086;1;Undirected
u180;m3286;4;Undirected
u180;m3316;1;Undirected
u180;m3487;4;Undirected
u180;m3505;15;Undirected
u180;m3570;8;Undirected
u180;m3757;1;Undirected
u180;m3758;5;Undirected
u180;m3825;14;Undirected
u180;m3864;1;Undirected
u180;m3993;8;Undirected
u180;m4032;2;Undirected
u180;m4197;1;Undirected
u180;m4333;3;Undirected
u180;m4631;1;Undirected
u180;m4661;1;Undirected
u180;m4693;91;Undirected
u180;m4852;3;Undirected
u180;m5083;1;Undirected
u180;m5247;1;Undirected
u180;m5399;43;Undirected
u180;m5436;1;Undirected
u180;m5488;219;Undirected
u180;m5498;1;Undirected
u180;m5541;3;Undirected
u180;m5558;145;Undirected
u180;m5613;1;Undirected
u180;m6076;1;Undirected
u180;m6184;1;Undirected
u180;m6224;3;Undirected
u180;m6345;2;Undirected
u180;m64;1;Undirected
u180;m6455;1;Undirected
u180;m6523;48;Undirected
u180;m6598;1;Undirected
u180;m6837;1;Undirected
u180;m7528;6;Undirected
u180;m7532;1;Undirected
u180;m7548;1;Undirected
u180;m7564;3;Undirected
u180;m7874;7;Undirected
u180;m8037;20;Undirected
u180;m8060;3;Undirected
u180;m8154;1;Undirected
u180;m8173;1;Undirected
u180;m8445;1;Undirected
u180;m8473;42;Undirected
u180;m8805;1;Undirected
u180;m8806;1;Undirected
u180;m8834;3;Undirected
u180;m8955;5;Undirected
u180;m9006;1;Undirected
u180;m9030;73;Undirected
u180;m9040;9;Undirected
u180;m9339;2;Undirected
u180;m9344;5;Undirected
u180;m9368;8;Undirected
u180;m9503;2;Undirected
u180;m9591;3;Undirected
u180;m9598;1;Undirected
u180;m9850;4;Undirected
u180;m9862;1;Undirected
u181;m10006;2;Undirected
u181;m10240;1;Undirected
u181;m10376;14;Undirected
u181;m1071;7;Undirected
u181;m10751;14;Undirected
u181;m1283;2;Undirected
u181;m142;1;Undirected
u181;m1485;10;Undirected
u181;m1910;13;Undirected
u181;m1989;4;Undirected
u181;m1994;21;Undirected
u181;m2234;12;Undirected
u181;m2321;3;Undirected
u181;m2464;1;Undirected
u181;m2616;8;Undirected
u181;m2815;14;Undirected
u181;m2956;174;Undirected
u181;m3048;12;Undirected
u181;m3094;2;Undirected
u181;m3261;1;Undirected
u181;m333;1;Undirected
u181;m3470;17;Undirected
u181;m3505;7;Undirected
u181;m3570;2;Undirected
u181;m3677;1;Undirected
u181;m3734;1;Undirected
u181;m3758;16;Undirected
u181;m3864;13;Undirected
u181;m397;3;Undirected
u181;m4217;10;Undirected
u181;m4693;45;Undirected
u181;m5056;11;Undirected
u181;m5083;1;Undirected
u181;m5247;2;Undirected
u181;m5343;4;Undirected
u181;m5455;7;Undirected
u181;m5488;26;Undirected
u181;m5541;3;Undirected
u181;m5548;4;Undirected
u181;m5866;1;Undirected
u181;m5912;1;Undirected
u181;m5925;8;Undirected
u181;m603;26;Undirected
u181;m6076;1;Undirected
u181;m6523;13;Undirected
u181;m6598;1;Undirected
u181;m6654;1;Undirected
u181;m684;2;Undirected
u181;m7006;1;Undirected
u181;m721;4;Undirected
u181;m7393;19;Undirected
u181;m7777;51;Undirected
u181;m8154;1;Undirected
u181;m8823;1;Undirected
u181;m8834;4;Undirected
u181;m90;3;Undirected
u181;m921;9;Undirected
u181;m9211;4;Undirected
u181;m9234;1;Undirected
u181;m9344;5;Undirected
u181;m9478;1;Undirected
u181;m9526;1;Undirected
u181;m9591;1;Undirected
u181;m9726;1;Undirected
u181;m986;20;Undirected
u182;m10039;3;Undirected
u182;m10051;4;Undirected
u182;m10382;1;Undirected
u182;m10387;2;Undirected
u182;m10539;8;Undirected
u182;m1118;5;Undirected
u182;m1160;49;Undirected
u182;m1283;1;Undirected
u182;m1502;3;Undirected
u182;m1606;2;Undirected
u182;m1619;9;Undirected
u182;m2015;1;Undirected
u182;m2052;1;Undirected
u182;m2069;48;Undirected
u182;m2174;52;Undirected
u182;m2241;54;Undirected
u182;m2778;6;Undirected
u182;m2956;53;Undirected
u182;m3554;11;Undirected
u182;m3570;2;Undirected
u182;m3615;9;Undirected
u182;m364;3;Undirected
u182;m3971;1;Undirected
u182;m4016;4;Undirected
u182;m4224;1;Undirected
u182;m4333;3;Undirected
u182;m4639;1;Undirected
u182;m4925;2;Undirected
u182;m5200;7;Undirected
u182;m5561;49;Undirected
u182;m5593;1;Undirected
u182;m560;1;Undirected
u182;m5949;4;Undirected
u182;m6184;1;Undirected
u182;m6200;15;Undirected
u182;m6321;1;Undirected
u182;m6455;81;Undirected
u182;m6523;78;Undirected
u182;m6598;110;Undirected
u182;m7146;9;Undirected
u182;m7274;1;Undirected
u182;m7385;1;Undirected
u182;m7528;5;Undirected
u182;m7532;3;Undirected
u182;m7573;1;Undirected
u182;m7627;6;Undirected
u182;m7874;1;Undirected
u182;m8154;60;Undirected
u182;m8994;1;Undirected
u182;m9006;1;Undirected
u182;m902;2;Undirected
u182;m9095;1;Undirected
u182;m930;1;Undirected
u182;m9344;3;Undirected
u182;m9368;14;Undirected
u182;m9484;5;Undirected
u182;m9591;4;Undirected
u182;m9627;1;Undirected
u182;m9658;2;Undirected
u183;m10030;9;Undirected
